seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado
39,55,5,325666.0,JURAMENTO,3050.0,2022-02-05
11,61,32,442172.0,AYACUCHO,1734.0,2022-02-06
17,4,6,173048.0,"MITRE, BARTOLOME",4460.0,2022-02-06
39,50,12,374632.0,OLAZABAL,3120.0,2022-02-06
48,77,22,143760.0,CULPINA,578.0,2022-02-06
47,87,6,227471.0,"DUMONT, SANTOS",4640.0,2022-02-06
45,154,15,174042.0,RAMOS MEJIA,819.0,2022-02-06
39,3,14,325530.0,"NAON, ROMULO",2037.0,2022-02-06
40,82,001B,156790.0,"GOYENA, PEDRO AV.",410.0,2022-02-06
5,16,24,222896.0,TUCUMAN,1657.0,2022-02-06
11,84,5,441930.0,ALVEAR AV.,1884.0,2022-02-06
39,90,4,325764.0,JURAMENTO AV.,2536.0,2022-02-06
30,39,019C,185626.0,24 DE NOVIEMBRE,1085.0,2022-02-07
25,67,018E,374134.0,MIGUELETES,1806.0,2022-02-07
40,112,44,155927.0,DOBLAS,637.0,2022-02-07
22,18,28,181823.0,MATHEU,1175.0,2022-02-07
27,1,4,336536.0,ROOSEVELT FRANKLIN D.,2332.0,2022-02-07
39,94,020A,326942.0,CIUDAD DE LA PAZ,2426.0,2022-02-07
87,085B,3,278301.0,"JUAREZ, BENITO",2293.0,2022-02-07
37,134,7,410352.0,"ARREDONDO, Virrey",2647.0,2022-02-08
43,39,004G,371593.0,MELIAN AV.,4689.0,2022-02-08
3,20,35,450651.0,"PELLEGRINI, CARLOS",951.0,2022-02-08
39,36,009D,366864.0,SUPERI,2375.0,2022-02-08
21,112,7,431292.0,"SCALABRINI ORTIZ, RAUL",3602.0,2022-02-08
1,8,28,221200.0,VIAMONTE,869.0,2022-02-09
48,7,17,146381.0,PORTELA,546.0,2022-02-09
81,152,021A,311587.0,CAMPANA,2974.0,2022-02-09
48,110A,21,141997.0,"BONORINO, ESTEBAN, Cnel. AV.",989.0,2022-02-09
37,154,4,410249.0,CABILDO AV.,1350.0,2022-02-09
14,23,17,213170.0,"CEVALLOS, Virrey",1048.0,2022-02-09
47,90,012A,301257.0,HIDALGO,1253.0,2022-02-10
81,161,5,263825.0,"SASTRE, MARCOS",3238.0,2022-02-10
15,115,008A,447715.0,"MANSILLA, LUCIO NORBERTO, GENERAL",2900.0,2022-02-10
39,5,4,326100.0,"NAON, ROMULO",2291.0,2022-02-10
15,132,010B,441287.0,CORDOBA AV.,2659.0,2022-02-11
39,12,26,326135.0,"MARTINEZ, ENRIQUE, GRAL.",2240.0,2022-02-11
19,27,26,425384.0,GORRITI,4185.0,2022-02-11
38,68,20,85831.0,BALBASTRO,705.0,2022-02-11
15,52,40,446156.0,SANCHEZ DE BUSTAMANTE,2278.0,2022-02-11
19,017A,018A,432648.0,GURRUCHAGA,1418.0,2022-02-11
19,107,23,427271.0,ARMENIA,2060.0,2022-02-11
5,23,20,222516.0,MONTEVIDEO,451.0,2022-02-12
9,8,26,207486.0,PASO,646.0,2022-02-12
11,33,24,440756.0,"URIBURU JOSE E., Pres.",1116.0,2022-02-12
36,14,011G,161772.0,QUITO,4381.0,2022-02-12
13,30,010A,192104.0,BILLINGHURST,671.0,2022-02-13
7,46,21,451334.0,LIBERTAD,1056.0,2022-02-13
42,65,18,138833.0,"GOYENA, PEDRO AV.",1499.0,2022-02-13
19,76,12,432536.0,ARAOZ,1815.0,2022-02-14
47,94,7,228197.0,GALICIA,158.0,2022-02-14
19,129,8,425815.0,ARAOZ,2189.0,2022-02-14
48,21,003A,145853.0,QUIRNO,361.0,2022-02-14
35,57,22,402428.0,"JUSTO, JUAN B. AV.",1275.0,2022-02-14
19,146,27,424288.0,CHARCAS,3421.0,2022-02-14
30,40,013E,186151.0,"CALVO, CARLOS",3261.0,2022-02-15
1,43,015A,223793.0,25 DE MAYO,258.0,2022-02-15
22,53,020A,185913.0,RINCON,880.0,2022-02-15
97,001K,0,457345.0,"COSSETTINI, OLGA",230.0,2022-02-15
22,065A,010B,180182.0,COMBATE DE LOS POZOS,1238.0,2022-02-15
42,86,023A,458198.0,"MARTINEZ, VICTOR",371.0,2022-02-15
9,78,005A,207797.0,CORRIENTES AV.,1859.0,2022-02-15
40,34,19,158741.0,BARCO CENTENERA del,556.0,2022-02-16
22,3,031B,182139.0,CONSTITUCION,2537.0,2022-02-16
30,3,15,185481.0,BOEDO AV.,1330.0,2022-02-16
30,3,9,185475.0,TARIJA,3572.0,2022-02-16
40,73,32,157167.0,"MORENO, JOSE MARIA AV.",241.0,2022-02-16
15,25,8,444493.0,"DIAZ, CNEL. AV.",1967.0,2022-02-16
15,79,33,443440.0,AGUERO,1030.0,2022-02-16
39,101,014G,374000.0,BLANCO ENCALADA,2463.0,2022-02-16
35,20,35,404363.0,"RAVIGNANI, EMILIO, Dr.",1658.0,2022-02-16
22,68,36,180078.0,"CALVO, CARLOS",1807.0,2022-02-16
39,64,008A,374847.0,CONESA,2267.0,2022-02-16
39,25,15,373367.0,MELIAN AV.,2127.0,2022-02-16
35,079A,014A,405169.0,AMENABAR,107.0,2022-02-16
71,29,1,257675.0,"MORAN, PEDRO",3045.0,2022-02-17
25,28,022A,378243.0,O'HIGGINS,2464.0,2022-02-18
4,34,030A,210361.0,BALCARCE,1053.0,2022-02-18
39,10,005A,371020.0,JURAMENTO,3694.0,2022-02-18
8,18,10,118571.0,"JOVELLANOS, GASPAR M. de",394.0,2022-02-18
21,37,006G,432244.0,"SCALABRINI ORTIZ, RAUL",2949.0,2022-02-18
39,4,024A,325820.0,WASHINGTON,2152.0,2022-02-18
7,30,16,452113.0,MONTEVIDEO,1161.0,2022-02-18
15,8,21,444788.0,PARAGUAY,3433.0,2022-02-18
43,180,23,332358.0,CABILDO AV.,3814.0,2022-02-18
47,159,12,296888.0,"JUSTO, JUAN B. AV.",2727.0,2022-02-19
8,45,29,110750.0,BOLIVAR,1461.0,2022-02-19
63,131,27,347738.0,CAPDEVILA,3123.0,2022-02-19
19,107,19,427253.0,SOLER,4621.0,2022-02-19
23,107,10,415344.0,SAN BENITO DE PALERMO,1653.0,2022-02-19
79,55,005A,308882.0,CAMARONES,3946.0,2022-02-19
15,106,17,443379.0,AGUERO,1745.0,2022-02-19
23,111,7,413226.0,MIGUELETES,1100.0,2022-02-19
63,112,011A,375979.0,ROOSEVELT FRANKLIN D. AV.,5181.0,2022-02-19
30,57,4,183733.0,PAVON,3024.0,2022-02-19
79,134B,1,259058.0,ALVAREZ JONTE AV.,3308.0,2022-02-20
39,92,14,326332.0,CIUDAD DE LA PAZ,2214.0,2022-02-21
48,139,20,141057.0,"FERNANDEZ MORENO, BALDOMERO",2145.0,2022-02-21
39,8,002B,325033.0,"SUCRE, ANTONIO JOSE de, Mcal.",3630.0,2022-02-21
49,38,42,240985.0,COMBATIENTES DE MALVINAS AV.,3105.0,2022-02-21
45,106,34,174891.0,CAMPICHUELO,522.0,2022-02-22
30,87,022A,183089.0,"GARAY, JUAN DE AV.",2727.0,2022-02-22
30,91,33,182719.0,JUJUY AV.,1485.0,2022-02-22
35,110B,6,406198.0,CABILDO AV.,614.0,2022-02-22
47,120,17,226454.0,MUÑECAS,1131.0,2022-02-22
39,25,23,325903.0,JURAMENTO,3439.0,2022-02-22
11,60,010A,447977.0,LAS HERAS GENERAL AV.,1959.0,2022-02-23
21,50,7,430374.0,CABELLO,3966.0,2022-02-23
49,109,23,306351.0,DE LOS INCAS AV.,3827.0,2022-02-23
17,17,12,173659.0,ESTADO DE ISRAEL AV.,4678.0,2022-02-23
30,79,35,183146.0,CONSTITUCION,2876.0,2022-02-23
13,64,39,191356.0,"ANCHORENA, TOMAS MANUEL DE, DR.",810.0,2022-02-23
41,97,13,327159.0,CONESA,2533.0,2022-02-24
47,115,10,226258.0,WARNES AV.,585.0,2022-02-25
40,100B,011A,161487.0,BEAUCHEF,450.0,2022-02-25
39,2,23,325242.0,WASHINGTON,1952.0,2022-02-25
42,90,2,137933.0,HUALFIN,1128.0,2022-02-26
30,97,33,182462.0,ESTADOS UNIDOS,2711.0,2022-02-26
21,83,19,430597.0,FRAY JUSTO SANTAMARIA DE ORO,2821.0,2022-02-26
49,146,24,238330.0,TRIUNVIRATO AV.,2763.0,2022-02-26
83,217,006C,308727.0,"CARRIL, SALVADOR MARIA DEL AV.",3389.0,2022-02-26
15,89,32,445586.0,AGUERO,1954.0,2022-02-26
15,6,1,444736.0,PARAGUAY,3408.0,2022-02-26
19,14,001E,426294.0,"SCALABRINI ORTIZ, RAUL AV.",1378.0,2022-02-26
23,29,39,411548.0,"GARCIA, TEODORO",2353.0,2022-02-26
30,79,029A,185984.0,CONSTITUCION,2834.0,2022-02-26
43,162,001C,334298.0,ARIAS,2516.0,2022-02-27
37,77,33,416067.0,"FREIRE, RAMON, CAP. GRAL.",1436.0,2022-02-27
11,33,013E,440766.0,AZCUENAGA,1169.0,2022-02-27
65,122,11,134148.0,GRANADEROS,365.0,2022-02-27
47,133,002L,312905.0,MALABIA,103.0,2022-02-27
19,036A,1,428185.0,URIARTE,1525.0,2022-02-27
30,81,24,183126.0,CONSTITUCION,2801.0,2022-02-27
30,58,9,183701.0,CONSTITUCION,3084.0,2022-02-27
30,35,52,184316.0,24 DE NOVIEMBRE,1231.0,2022-02-27
79,101,007B,307247.0,GALICIA,3468.0,2022-02-27
53,3,6,345810.0,"RIVERA, PEDRO I., Dr.",4966.0,2022-02-27
43,75,6,334091.0,ARIAS,3364.0,2022-02-27
43,138A,4,335140.0,ARGELIA,2742.0,2022-02-27
15,92,26,445698.0,AGUERO,2228.0,2022-02-28
87,97,31,278950.0,"PAZ, MARCOS",3496.0,2022-02-28
23,33,9,411704.0,VILLANUEVA,1361.0,2022-02-28
5,25,010B,223553.0,VIAMONTE,1576.0,2022-02-28
39,43,8,374870.0,OLAZABAL,3276.0,2022-02-28
43,34,007A,332669.0,BESARES,3684.0,2022-02-28
65,072A,15,135271.0,YERBAL,2435.0,2022-02-28
15,123,5,441498.0,PARAGUAY,2652.0,2022-03-01
41,145,26,328898.0,CIUDAD DE LA PAZ,2968.0,2022-03-01
5,24,25,222554.0,LAVALLE,1599.0,2022-03-01
30,94,012B,182579.0,HUMBERTO 1°,2778.0,2022-03-01
15,72,13,445887.0,BOLLINI,2269.0,2022-03-01
47,102,5,226745.0,FITZ ROY,267.0,2022-03-02
41,62,27,327121.0,"BALBIN, RICARDO, DR. AV.",2558.0,2022-03-02
11,57,1,442029.0,AYACUCHO,1400.0,2022-03-02
37,150,13,409900.0,PALPA,2492.0,2022-03-02
36,60,15,152617.0,TREINTA Y TRES ORIENTALES,320.0,2022-03-02
23,64,9,412233.0,O'HIGGINS,1751.0,2022-03-02
39,55,19,325678.0,ECHEVERRIA,3049.0,2022-03-02
43,175,030A,332314.0,CIUDAD DE LA PAZ,3758.0,2022-03-02
12,19,15,217898.0,"CEVALLOS, Virrey",462.0,2022-03-02
48,150,13,140773.0,"BILBAO, FRANCISCO",1992.0,2022-03-03
1,017A,3,220612.0,"SAENZ PEÑA, ROQUE, PRES. AV.",636.0,2022-03-03
57,4,006C,133462.0,BOYACA AV.,371.0,2022-03-03
15,171,017A,446911.0,"CORONADO, MARTIN",3175.0,2022-03-03
40,50,24,157777.0,RIGLOS,557.0,2022-03-04
23,82,18,412575.0,BAEZ,435.0,2022-03-05
57,45,5,132616.0,NEUQUEN,1740.0,2022-03-05
49,58,39,240853.0,DE LOS INCAS AV.,4215.0,2022-03-05
47,155,4,225876.0,GURRUCHAGA,373.0,2022-03-05
45,96,008D,179334.0,"AMBROSETTI, JUAN B.",499.0,2022-03-06
48,102,29,143036.0,PRIMERA JUNTA,2421.0,2022-03-06
17,91,25,170555.0,"SALGUERO, JERONIMO",484.0,2022-03-06
41,97,11,327161.0,CONESA,2553.0,2022-03-06
39,88,003G,370453.0,AMENABAR,1865.0,2022-03-06
49,74,27,240273.0,CHARLONE,1902.0,2022-03-07
49,154,1,238632.0,DE LOS INCAS AV.,3554.0,2022-03-07
43,60,025B,367616.0,CONDE,4218.0,2022-03-07
39,72,11,366926.0,CRAMER AV.,2327.0,2022-03-07
37,118A,001C,410716.0,LA PAMPA,2924.0,2022-03-07
87,97,22,278923.0,"VARELA, JOSE PEDRO",4517.0,2022-03-07
17,86,36,170373.0,"SALGUERO, JERONIMO",60.0,2022-03-08
81,25,21,268842.0,GUALEGUAYCHU,3152.0,2022-03-08
47,58,14,227550.0,MONTENEGRO,139.0,2022-03-08
47,58,13,227551.0,MONTENEGRO,145.0,2022-03-08
41,28,16,329516.0,IBERA,3595.0,2022-03-09
17,96,20,170727.0,MEDRANO AV.,869.0,2022-03-09
17,101,28,170092.0,BULNES,264.0,2022-03-09
20,38,12,201258.0,PICHINCHA,438.0,2022-03-09
22,40,017A,186121.0,PASCO,1358.0,2022-03-09
23,28,3,411580.0,AGUILAR,2224.0,2022-03-09
48,112A,13,141816.0,"BONORINO, ESTEBAN, Cnel. AV.",795.0,2022-03-10
47,167,8,225218.0,"FRIAS, EUSTOQUIO, TTE. GENERAL",149.0,2022-03-10
3,062D,2,453399.0,"DELLA PAOLERA, CARLOS M.",297.0,2022-03-10
54,158,7,3452.0,RIVADAVIA AV.,8242.0,2022-03-10
19,167,19,426228.0,GUEMES,3931.0,2022-03-11
71,61,18,257351.0,NAZCA,4019.0,2022-03-11
47,110,40,227961.0,"MARECHAL, LEOPOLDO",1364.0,2022-03-11
17,087B,1,170414.0,DIAZ VELEZ AV.,3814.0,2022-03-11
39,49,14,325942.0,"FREIRE, RAMON, CAP. GRAL.",2155.0,2022-03-11
35,49,20,404829.0,DORREGO,2023.0,2022-03-11
49,048A,28,241466.0,TRIUNVIRATO AV.,3901.0,2022-03-12
2,52,001C,219220.0,BALCARCE,235.0,2022-03-12
36,60,007B,161069.0,QUITO,4054.0,2022-03-12
40,114,4,155827.0,"ALBERDI, JUAN BAUTISTA AV.",232.0,2022-03-12
49,38,8,304628.0,TRIUNVIRATO AV.,3654.0,2022-03-12
39,44,16,326460.0,CONDE,2319.0,2022-03-12
2,52,001D,219219.0,BALCARCE,209.0,2022-03-12
30,6,37,185376.0,MAZA,1275.0,2022-03-12
48,114E,5,142452.0,RIVERA INDARTE AV.,528.0,2022-03-12
15,85,21,443645.0,AGUERO,1524.0,2022-03-13
15,11,11,444939.0,BULNES,1875.0,2022-03-13
47,11,14,230330.0,"REPETTO, NICOLAS, DR.",2167.0,2022-03-13
93,205,0,312514.0,"SASTRE, MARCOS",5820.0,2022-03-13
15,50,12,446061.0,BILLINGHURST,2073.0,2022-03-13
20,58,20,200575.0,"YRIGOYEN, HIPOLITO",2079.0,2022-03-13
51,55,39,343716.0,PACHECO,1952.0,2022-03-13
27,82,1,337526.0,MONTAÑESES,2892.0,2022-03-13
19,19,17,428152.0,"CABRERA, JOSE A.",5181.0,2022-03-13
93,107,29,292913.0,ARREGUI AV.,6129.0,2022-03-13
47,137,13,226166.0,MURILLO,983.0,2022-03-14
79,52,8,261527.0,"ESCALADA DE SAN MARTIN, R.",3874.0,2022-03-14
21,37,13,429542.0,ARAOZ,2938.0,2022-03-14
47,154,25,225820.0,MALABIA,234.0,2022-03-14
13,34,016A,195396.0,BILLINGHURST,951.0,2022-03-14
19,174,19,428547.0,GUEMES,4651.0,2022-03-14
49,048A,019A,241476.0,TRIUNVIRATO AV.,3971.0,2022-03-15
11,53,42,440341.0,AYACUCHO,962.0,2022-03-15
37,42,24,408875.0,ELCANO AV.,3421.0,2022-03-15
77,53,1,2795.0,"ARANGUREN, JUAN F., Dr.",4408.0,2022-03-15
17,22,025A,172471.0,PRINGLES,62.0,2022-03-15
43,103,19,334485.0,ARIAS,3173.0,2022-03-15
36,93,1,151604.0,CASTRO BARROS,905.0,2022-03-15
15,116,40,443039.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1272.0,2022-03-16
48,51,15,144950.0,SAN PEDRITO AV.,278.0,2022-03-16
13,18,7,195528.0,"BRAVO, MARIO",525.0,2022-03-16
15,146,14,445234.0,LAS HERAS GENERAL AV.,2453.0,2022-03-16
93,74,4,293355.0,BRUSELAS,620.0,2022-03-16
47,072A,20,228294.0,HIDALGO,1368.0,2022-03-16
37,140,012A,416630.0,AMENABAR,905.0,2022-03-16
27,3,20,337037.0,VUELTA DE OBLIGADO,2702.0,2022-03-16
87,104A,1,277896.0,SEGUROLA AV.,2648.0,2022-03-16
17,89,18,170474.0,POTOSI,3859.0,2022-03-17
13,46,026D,195948.0,RIVADAVIA AV.,3207.0,2022-03-17
23,46,7,415027.0,"LORETO, Virrey",1766.0,2022-03-17
19,98,37,424161.0,BULNES,1690.0,2022-03-17
25,83,20,341755.0,ECHEVERRIA,1215.0,2022-03-17
41,117,001C,376093.0,VIDAL,3472.0,2022-03-17
40,023B,6,158887.0,RIVADAVIA AV.,5470.0,2022-03-18
45,113,16,174460.0,OTAMENDI,18.0,2022-03-18
45,49,27,175691.0,RIVADAVIA AV.,5113.0,2022-03-18
11,86,33,441954.0,POSADAS,1515.0,2022-03-18
12,54,4,216825.0,MORENO,1140.0,2022-03-18
43,69,11,331760.0,CONDE,3785.0,2022-03-18
5,52,6,221645.0,CERRITO,260.0,2022-03-18
19,163,22,424413.0,VIDT,2046.0,2022-03-18
93,74,6,293353.0,BRUSELAS,632.0,2022-03-18
11,55,15,440402.0,JUNIN,1153.0,2022-03-18
17,59,9,171837.0,CORRIENTES AV.,4278.0,2022-03-18
29,70,3,339886.0,BESARES,1834.0,2022-03-19
21,61,13,429925.0,CABELLO,3409.0,2022-03-19
11,71,007A,440179.0,SANTA FE AV.,1984.0,2022-03-19
48,114D,26,142437.0,CRANWELL,569.0,2022-03-19
48,139,15,141051.0,CAMACUA,696.0,2022-03-19
15,54,36,446217.0,"PACHECO DE MELO, JOSE ANDRES",2955.0,2022-03-19
37,29,26,408618.0,"ARREDONDO, Virrey",3575.0,2022-03-19
7,42,18,451630.0,ARENALES,1385.0,2022-03-19
36,118,24,150718.0,BELGRANO AV.,3783.0,2022-03-19
11,81,27,441870.0,CALLAO AV.,1578.0,2022-03-19
23,96,20,413174.0,"CAMPOS, LUIS M. AV.",1061.0,2022-03-19
15,29,016A,446343.0,"DIAZ, CNEL. AV.",2343.0,2022-03-20
47,154,15,225830.0,PADILLA,669.0,2022-03-20
41,60,009B,375500.0,CONDE,2777.0,2022-03-20
47,154,24,225821.0,MALABIA,216.0,2022-03-20
22,8,036A,186080.0,SAAVEDRA,957.0,2022-03-20
22,12,35,182009.0,ALBERTI,945.0,2022-03-20
19,48,13,426352.0,MALABIA,1665.0,2022-03-20
41,161,019A,372842.0,AZURDUY JUANA,2449.0,2022-03-20
11,52,33,440299.0,AYACUCHO,848.0,2022-03-20
34,77,013B,910139.0,PEPIRI,1386.0,2022-03-20
27,33,13,338875.0,CUBA,3539.0,2022-03-20
57,67,13,131669.0,RIVADAVIA AV.,6029.0,2022-03-20
45,31,37,176638.0,COLPAYO,378.0,2022-03-20
39,51,007E,326502.0,ZAPIOLA,2384.0,2022-03-20
41,142,10,327613.0,AMENABAR,2663.0,2022-03-20
40,146,4,154721.0,CHACO,38.0,2022-03-21
30,48,006A,185721.0,COCHABAMBA,3121.0,2022-03-21
29,92,15,339189.0,JARAMILLO,1618.0,2022-03-21
36,21,20,154076.0,SAN JUAN AV.,4271.0,2022-03-21
54,160,19,22799.0,ENSENADA,496.0,2022-03-21
1,35,6,220331.0,SARMIENTO,454.0,2022-03-21
47,140,5,298747.0,HUMBOLDT,361.0,2022-03-21
49,76,15,240329.0,CHORROARIN AV.,1435.0,2022-03-21
23,60,001R,415959.0,"HERNANDEZ, JOSE",1668.0,2022-03-21
76,162,13,32976.0,MURGUIONDO,1760.0,2022-03-21
51,8,027B,375632.0,OLAZABAL AV.,5693.0,2022-03-21
11,20,001A,442615.0,PEÑA,2316.0,2022-03-22
1,4,012C,221096.0,SUIPACHA,359.0,2022-03-22
30,9,001F,185655.0,ESTADOS UNIDOS,3516.0,2022-03-22
37,6,24,406612.0,ROSETI,833.0,2022-03-22
21,075B,035B,430463.0,LAFINUR,3272.0,2022-03-22
33,22,19,400464.0,"RAMIREZ DE VELASCO, JUAN",1485.0,2022-03-22
28,16,40,194759.0,LINIERS VIRREY,141.0,2022-03-22
48,129,35,141395.0,CAMACUA,645.0,2022-03-22
11,55,9,440408.0,ARENALES,2080.0,2022-03-22
41,031A,0,330207.0,"BALBIN, RICARDO, DR. AV.",3312.0,2022-03-22
48,28,38,145590.0,"BUSTILLO, JOSE M., Gral.",3215.0,2022-03-22
49,024A,11,241607.0,DEL CAMPO AV.,1234.0,2022-03-22
27,27,26,337636.0,CUBA,2901.0,2022-03-22
37,121,8,410417.0,"AVILES, VIRREY",2740.0,2022-03-22
21,24,009A,432912.0,"SCALABRINI ORTIZ, RAUL",2715.0,2022-03-22
15,31,005C,446421.0,BILLINGHURST,2436.0,2022-03-22
43,132,21,333187.0,BESARES,2941.0,2022-03-22
15,48,006F,444179.0,BILLINGHURST,1859.0,2022-03-23
17,38,5,172043.0,LEZICA,4247.0,2022-03-23
19,136,2,426184.0,CHARCAS,3858.0,2022-03-23
11,19,30,442548.0,JUNCAL,2225.0,2022-03-23
15,21,007K,447780.0,"DIAZ, CNEL. AV.",1557.0,2022-03-23
29,96,15,339531.0,MANZANARES,1675.0,2022-03-23
1,12,014A,220874.0,SARMIENTO,779.0,2022-03-23
23,95,14,413081.0,GOROSTIAGA,1736.0,2022-03-23
37,78,17,409163.0,ELCANO AV.,3200.0,2022-03-23
15,1,29,444529.0,CORDOBA AV.,3515.0,2022-03-23
40,144,5,154794.0,GUAYAQUIL,58.0,2022-03-24
89,85,001C,312073.0,ASUNCION,4522.0,2022-03-24
40,101,029C,162172.0,VIEL,327.0,2022-03-24
48,118,002A,148875.0,"FALCON, RAMON L.,CNEL.",2310.0,2022-03-24
40,101,13,161763.0,BEAUCHEF,348.0,2022-03-24
47,156,28,225889.0,GURRUCHAGA,384.0,2022-03-24
21,78,004H,432084.0,"SEGUI, JUAN FRANCISCO",3739.0,2022-03-24
7,46,006E,451323.0,TALCAHUANO,1097.0,2022-03-25
21,80,023A,433116.0,"SEGUI, JUAN FRANCISCO",3955.0,2022-03-25
41,141,005B,327259.0,AMENABAR,2533.0,2022-03-25
83,69,18,271349.0,CHIVILCOY AV.,4352.0,2022-03-25
40,145,9,154767.0,SENILLOSA,222.0,2022-03-25
60,106,009A,92283.0,"FALCON, RAMON L.,CNEL. AV.",5489.0,2022-03-25
27,89,16,339027.0,NUÑEZ,1563.0,2022-03-25
21,74,2,430277.0,LAFINUR,3285.0,2022-03-25
21,65,7,430247.0,LAFINUR,3171.0,2022-03-25
49,149,021B,238443.0,ELCANO AV.,3891.0,2022-03-26
47,144,22,227054.0,LEIVA,4363.0,2022-03-26
15,12,24,444916.0,"DIAZ, CNEL. AV.",1730.0,2022-03-26
15,89,016A,448152.0,AUSTRIA,2035.0,2022-03-26
72,60,26,18881.0,CARHUE,902.0,2022-03-26
21,70,001Z,432156.0,"SALGUERO, JERONIMO",2829.0,2022-03-26
36,109,42,151049.0,COLOMBRES,891.0,2022-03-26
47,135,4,226145.0,GURRUCHAGA,263.0,2022-03-26
30,69,5,183462.0,PAVON,2942.0,2022-03-26
38,174,22,43389.0,DEL TIGRE,4015.0,2022-03-26
40,132,38,155251.0,SENILLOSA,275.0,2022-03-26
21,77,023C,430112.0,DEL LIBERTADOR AV.,2846.0,2022-03-26
25,29,017A,335391.0,3 DE FEBRERO,1848.0,2022-03-26
39,73,15,326841.0,CRAMER AV.,2417.0,2022-03-27
27,44,3,372970.0,"LARRALDE, CRISOLOGO AV.",2060.0,2022-03-27
59,151,29,229822.0,PAYSANDU,2316.0,2022-03-27
36,60,36,152638.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4109.0,2022-03-27
15,21,5,444381.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3344.0,2022-03-27
23,33,10,411703.0,VILLANUEVA,1353.0,2022-03-27
47,65,10,228605.0,"VIRASORO, VALENTIN",1593.0,2022-03-27
15,108,45,445371.0,LAPRIDA,1766.0,2022-03-27
40,122,36,155656.0,SENILLOSA,1133.0,2022-03-27
40,138,018A,162286.0,ZUVIRIA,73.0,2022-03-27
40,94,002A,161555.0,DIRECTORIO AV.,332.0,2022-03-27
23,73,15,415148.0,"CHENAUT, INDALESIO, GRAL. AV.",1968.0,2022-03-27
15,46,40,444134.0,SANCHEZ DE BUSTAMANTE,1666.0,2022-03-27
15,11,014A,447659.0,BULNES,1851.0,2022-03-27
40,131,39,155296.0,SENILLOSA,363.0,2022-03-27
30,18,14,184910.0,MAZA,914.0,2022-03-28
40,109,23,156024.0,VIEL,988.0,2022-03-28
87,84,025A,313755.0,"VARELA, JOSE PEDRO",4651.0,2022-03-28
30,31,21,184420.0,SANCHEZ DE LORIA,1588.0,2022-03-28
33,47,21,400911.0,"RAVIGNANI, EMILIO, Dr.",1146.0,2022-03-28
39,77,011A,326040.0,MOLDES,2144.0,2022-03-28
22,30,26,181349.0,"GARAY, JUAN DE AV.",2269.0,2022-03-28
85,006A,14,283771.0,HUNGRIA,1227.0,2022-03-28
25,13,010B,377622.0,OLAZABAL,2263.0,2022-03-29
19,11,21,425440.0,"CABRERA, JOSE A.",4341.0,2022-03-29
37,72,018B,416268.0,CESPEDES,3128.0,2022-03-29
40,131,45,155302.0,SENILLOSA,327.0,2022-03-29
83,84,3,311544.0,CHIVILCOY AV.,4295.0,2022-03-29
36,026B,24,153869.0,SPEGAZZINI CARLOS,579.0,2022-03-30
45,6,005D,179068.0,YERBAL,979.0,2022-03-30
65,50,31,136484.0,NEUQUEN,2727.0,2022-03-30
13,75,003A,196240.0,CORDOBA AV.,2828.0,2022-03-30
65,40,3,136803.0,GAONA AV.,3438.0,2022-03-30
43,60,21,333049.0,BESARES,3453.0,2022-03-30
10,120,27,121719.0,DON PEDRO DE MENDOZA AV.,1929.0,2022-03-30
11,56,006A,448329.0,JUNCAL,2064.0,2022-03-30
19,138,12,426949.0,ARMENIA,2279.0,2022-03-30
40,132,036A,155250.0,SENILLOSA,299.0,2022-03-30
15,63,32,443864.0,GALLO,1576.0,2022-03-31
83,203A,004A,272868.0,"CABEZON, JOSE LEON",3448.0,2022-03-31
1,26,5,220468.0,FLORIDA,183.0,2022-03-31
36,66,36,152461.0,CASTRO,1473.0,2022-03-31
30,96,19,182487.0,CATAMARCA,962.0,2022-03-31
30,72,36,183384.0,DEAN FUNES,1241.0,2022-03-31
19,146,006B,424305.0,VIDT,1979.0,2022-03-31
59,176,19,231979.0,"JUSTO, JUAN B. AV.",3865.0,2022-03-31
19,150,12,426200.0,"SCALABRINI ORTIZ, RAUL AV.",2343.0,2022-04-01
95,064A,000K,97000.0,"JUSTO, JUAN B. AV.",9100.0,2022-04-01
27,88,4,338813.0,DEL LIBERTADOR AV.,7336.0,2022-04-01
87,13,23,287864.0,"LISTA, RAMON, CORONEL",5282.0,2022-04-01
15,10,010C,447278.0,CHARCAS,3324.0,2022-04-01
35,43,17,402379.0,EL SALVADOR,5489.0,2022-04-01
51,13,10,351337.0,CERETTI,2185.0,2022-04-01
30,82,47,182980.0,COCHABAMBA,2807.0,2022-04-01
43,60,025C,368255.0,BESARES,3403.0,2022-04-01
67,97,10,237012.0,TRES ARROYOS,2376.0,2022-04-02
22,4,4,182400.0,SAN JUAN AV.,2670.0,2022-04-02
39,7,8,326679.0,"NAON, ROMULO",2439.0,2022-04-02
23,90,10,412612.0,ORTEGA Y GASSET,1738.0,2022-04-03
79,99,002C,260502.0,ALVAREZ JONTE AV.,3730.0,2022-04-03
37,103,7,409241.0,ELCANO AV.,2956.0,2022-04-03
